id_venda;operador;valor_total;forma_pagamento;data_venda
7798;Caixa Simulador;35,50;DINHEIRO;12/12/2024 18:31
11696;Caixa Simulador;6,00;PIX;12/12/2024 18:01
5243;Caixa Simulador;5,50;DÉBITO;12/12/2024 17:45
28136;Caixa Simulador;10,00;DÉBITO;12/12/2024 17:16
38110;Caixa Simulador;10,00;DÉBITO;12/12/2024 17:10
33304;Caixa Simulador;87,00;DINHEIRO;12/12/2024 17:01
35411;Caixa Simulador;53,00;DINHEIRO;12/12/2024 16:54
12693;Caixa Simulador;90,00;PIX;12/12/2024 16:49
2835;Caixa Simulador;21,00;CRÉDITO;12/12/2024 16:40
38629;Caixa Simulador;104,00;CRÉDITO;12/12/2024 16:39
1650;Caixa Simulador;21,00;DINHEIRO;12/12/2024 16:35
976;Caixa Simulador;82,00;DINHEIRO;12/12/2024 16:31
32391;Caixa Simulador;55,50;PIX;12/12/2024 16:29
16281;Caixa Simulador;77,00;DÉBITO;12/12/2024 16:28
4634;Caixa Simulador;27,00;PIX;12/12/2024 16:24
24687;Caixa Simulador;68,00;DINHEIRO;12/12/2024 16:01
34166;Caixa Simulador;25,50;PIX;12/12/2024 14:32
6324;Caixa Simulador;0,50;PIX;12/12/2024 13:58
30515;Caixa Simulador;45,00;CRÉDITO;12/12/2024 12:24
29767;Caixa Simulador;28,50;CRÉDITO;12/12/2024 10:38
32861;Caixa Simulador;46,50;CRÉDITO;12/12/2024 09:17
915;Caixa Simulador;70,00;PIX;12/12/2024 09:12
957;Caixa Simulador;2,50;CRÉDITO;12/12/2024 08:51
2955;Caixa Simulador;121,00;CRÉDITO;12/12/2024 08:44
28208;Caixa Simulador;28,00;PIX;12/12/2024 08:34
39468;Caixa Simulador;16,00;DÉBITO;12/12/2024 08:24
24297;Caixa Simulador;14,00;DÉBITO;12/12/2024 08:20
6600;Caixa Simulador;42,00;DÉBITO;12/12/2024 07:57
10636;Caixa Simulador;29,00;PIX;12/12/2024 07:50
31164;Caixa Simulador;102,00;DINHEIRO;12/12/2024 07:48
15773;Caixa Simulador;113,00;PIX;12/12/2024 07:41
8719;Caixa Simulador;103,00;CRÉDITO;12/12/2024 07:18
30734;Caixa Simulador;2,50;DINHEIRO;12/12/2024 07:14
36497;Caixa Simulador;53,50;PIX;12/12/2024 07:08
4822;Caixa Simulador;35,00;PIX;12/12/2024 07:00
15017;Caixa Simulador;12,00;DÉBITO;12/12/2024 06:56
29145;Caixa Simulador;1,00;DINHEIRO;12/12/2024 06:56
23832;Caixa Simulador;24,00;PIX;12/12/2024 06:55
26990;Caixa Simulador;90,00;DÉBITO;12/12/2024 06:46
20474;Caixa Simulador;5,00;CRÉDITO;12/12/2024 06:35
32114;Caixa Simulador;41,50;DINHEIRO;12/12/2024 06:28
9425;Caixa Simulador;24,00;PIX;12/12/2024 06:25
32233;Caixa Simulador;12,00;DINHEIRO;12/12/2024 06:21
33106;Caixa Simulador;13,00;DINHEIRO;12/12/2024 06:07
12348;Caixa Simulador;113,00;DÉBITO;12/12/2024 05:19
15630;Caixa Simulador;5,00;DINHEIRO;12/12/2024 02:19
1555;Caixa Simulador;25,00;DINHEIRO;12/12/2024 02:06
12171;Caixa Simulador;116,00;PIX;12/12/2024 01:46
39408;Caixa Simulador;13,50;DINHEIRO;11/12/2024 23:36
35076;Caixa Simulador;58,00;DINHEIRO;11/12/2024 22:36
30239;Caixa Simulador;12,50;DINHEIRO;11/12/2024 22:06
3779;Caixa Simulador;72,00;PIX;11/12/2024 21:26
35264;Caixa Simulador;16,00;PIX;11/12/2024 19:03
18147;Caixa Simulador;53,00;DINHEIRO;11/12/2024 18:59
31687;Caixa Simulador;33,00;DINHEIRO;11/12/2024 18:59
5600;Caixa Simulador;7,00;DÉBITO;11/12/2024 18:49
38295;Caixa Simulador;58,00;PIX;11/12/2024 18:46
12830;Caixa Simulador;18,00;PIX;11/12/2024 18:32
33654;Caixa Simulador;54,00;PIX;11/12/2024 18:29
12206;Caixa Simulador;26,50;PIX;11/12/2024 18:15
34919;Caixa Simulador;90,00;DÉBITO;11/12/2024 18:11
37068;Caixa Simulador;45,00;DÉBITO;11/12/2024 17:21
14543;Caixa Simulador;118,00;PIX;11/12/2024 17:17
32353;Caixa Simulador;58,00;DINHEIRO;11/12/2024 17:12
30532;Caixa Simulador;15,00;DÉBITO;11/12/2024 17:07
32652;Caixa Simulador;29,00;CRÉDITO;11/12/2024 17:02
29274;Caixa Simulador;4,00;DÉBITO;11/12/2024 16:47
31163;Caixa Simulador;8,50;DÉBITO;11/12/2024 16:44
3676;Caixa Simulador;7,50;DINHEIRO;11/12/2024 16:23
24542;Caixa Simulador;64,00;CRÉDITO;11/12/2024 16:20
24016;Caixa Simulador;42,00;DÉBITO;11/12/2024 16:08
25736;Caixa Simulador;46,00;DÉBITO;11/12/2024 16:00
5813;Caixa Simulador;86,00;DINHEIRO;11/12/2024 13:47
12479;Caixa Simulador;80,00;DÉBITO;11/12/2024 13:14
14516;Caixa Simulador;3,00;CRÉDITO;11/12/2024 12:15
26308;Caixa Simulador;90,00;PIX;11/12/2024 08:58
28447;Caixa Simulador;67,00;DINHEIRO;11/12/2024 08:55
22384;Caixa Simulador;30,00;DINHEIRO;11/12/2024 08:45
7641;Caixa Simulador;57,00;DÉBITO;11/12/2024 08:38
9189;Caixa Simulador;51,50;DINHEIRO;11/12/2024 08:38
12240;Caixa Simulador;41,50;DÉBITO;11/12/2024 08:26
6344;Caixa Simulador;13,00;CRÉDITO;11/12/2024 08:25
17843;Caixa Simulador;25,00;PIX;11/12/2024 08:22
18063;Caixa Simulador;26,00;DÉBITO;11/12/2024 08:20
3601;Caixa Simulador;1,50;DÉBITO;11/12/2024 08:04
31264;Caixa Simulador;85,50;CRÉDITO;11/12/2024 07:59
2249;Caixa Simulador;12,00;DINHEIRO;11/12/2024 07:51
28462;Caixa Simulador;122,00;CRÉDITO;11/12/2024 07:31
29996;Caixa Simulador;23,50;DINHEIRO;11/12/2024 07:06
23575;Caixa Simulador;18,00;DINHEIRO;11/12/2024 07:00
10737;Caixa Simulador;54,00;DÉBITO;11/12/2024 06:57
25583;Caixa Simulador;62,00;PIX;11/12/2024 06:54
1795;Caixa Simulador;93,50;DÉBITO;11/12/2024 06:40
16437;Caixa Simulador;72,00;PIX;11/12/2024 06:35
2153;Caixa Simulador;0,50;DINHEIRO;11/12/2024 06:33
6312;Caixa Simulador;90,00;DINHEIRO;11/12/2024 06:29
30054;Caixa Simulador;12,00;DÉBITO;11/12/2024 06:28
34598;Caixa Simulador;23,00;PIX;11/12/2024 06:17
2558;Caixa Simulador;55,00;PIX;11/12/2024 06:04
17327;Caixa Simulador;42,50;DINHEIRO;11/12/2024 06:02
20753;Caixa Simulador;20,00;PIX;11/12/2024 05:36
34264;Caixa Simulador;77,50;CRÉDITO;11/12/2024 05:21
32803;Caixa Simulador;21,00;DINHEIRO;11/12/2024 04:47
18005;Caixa Simulador;80,00;PIX;11/12/2024 04:01
8145;Caixa Simulador;21,00;DINHEIRO;11/12/2024 03:35
13469;Caixa Simulador;30,00;CRÉDITO;11/12/2024 03:32
582;Caixa Simulador;31,00;CRÉDITO;11/12/2024 00:07
39898;Caixa Simulador;84,00;DINHEIRO;10/12/2024 22:24
39670;Caixa Simulador;24,00;PIX;10/12/2024 22:21
22967;Caixa Simulador;35,00;PIX;10/12/2024 21:57
22636;Caixa Simulador;45,00;PIX;10/12/2024 21:35
17402;Caixa Simulador;91,00;CRÉDITO;10/12/2024 21:22
24374;Caixa Simulador;12,00;CRÉDITO;10/12/2024 21:10
5413;Caixa Simulador;24,00;PIX;10/12/2024 18:58
23886;Caixa Simulador;108,00;CRÉDITO;10/12/2024 18:52
1109;Caixa Simulador;52,00;PIX;10/12/2024 18:49
18939;Caixa Simulador;17,00;CRÉDITO;10/12/2024 18:47
34848;Caixa Simulador;52,50;PIX;10/12/2024 18:42
9762;Caixa Simulador;25,00;PIX;10/12/2024 18:35
13383;Caixa Simulador;47,00;PIX;10/12/2024 18:20
26433;Caixa Simulador;124,50;CRÉDITO;10/12/2024 18:20
38958;Caixa Simulador;43,00;CRÉDITO;10/12/2024 18:16
10066;Caixa Simulador;4,50;DINHEIRO;10/12/2024 18:03
1081;Caixa Simulador;13,00;DÉBITO;10/12/2024 17:44
37483;Caixa Simulador;110,00;PIX;10/12/2024 17:43
9577;Caixa Simulador;14,00;DINHEIRO;10/12/2024 17:36
29188;Caixa Simulador;66,00;CRÉDITO;10/12/2024 17:35
24;Caixa Simulador;32,50;DINHEIRO;10/12/2024 17:12
506;Caixa Simulador;20,00;DÉBITO;10/12/2024 17:11
2471;Caixa Simulador;25,00;DINHEIRO;10/12/2024 16:57
910;Caixa Simulador;36,00;DINHEIRO;10/12/2024 16:57
29316;Caixa Simulador;6,00;DINHEIRO;10/12/2024 16:02
35912;Caixa Simulador;42,00;PIX;10/12/2024 14:39
7204;Caixa Simulador;84,00;DÉBITO;10/12/2024 14:17
37543;Caixa Simulador;63,50;CRÉDITO;10/12/2024 12:37
38131;Caixa Simulador;34,00;CRÉDITO;10/12/2024 12:07
35013;Caixa Simulador;56,00;CRÉDITO;10/12/2024 11:26
10418;Caixa Simulador;25,50;CRÉDITO;10/12/2024 10:43
25205;Caixa Simulador;66,00;DINHEIRO;10/12/2024 08:48
27835;Caixa Simulador;79,50;CRÉDITO;10/12/2024 08:37
20287;Caixa Simulador;20,50;PIX;10/12/2024 08:35
6068;Caixa Simulador;72,50;CRÉDITO;10/12/2024 07:55
32887;Caixa Simulador;41,00;CRÉDITO;10/12/2024 07:51
16790;Caixa Simulador;57,00;PIX;10/12/2024 07:45
31600;Caixa Simulador;39,00;CRÉDITO;10/12/2024 07:44
12794;Caixa Simulador;83,00;DÉBITO;10/12/2024 07:35
8262;Caixa Simulador;38,00;PIX;10/12/2024 07:29
38105;Caixa Simulador;24,00;DÉBITO;10/12/2024 07:27
22143;Caixa Simulador;31,00;DÉBITO;10/12/2024 07:06
10458;Caixa Simulador;40,00;PIX;10/12/2024 07:05
8691;Caixa Simulador;90,00;DÉBITO;10/12/2024 06:56
28928;Caixa Simulador;103,00;DÉBITO;10/12/2024 06:54
33908;Caixa Simulador;54,00;DINHEIRO;10/12/2024 06:14
35820;Caixa Simulador;96,00;CRÉDITO;10/12/2024 06:09
26648;Caixa Simulador;78,00;DÉBITO;10/12/2024 06:02
20153;Caixa Simulador;36,50;DÉBITO;10/12/2024 05:18
3715;Caixa Simulador;113,00;DÉBITO;10/12/2024 03:37
18987;Caixa Simulador;13,00;DINHEIRO;10/12/2024 03:33
32411;Caixa Simulador;68,00;PIX;09/12/2024 23:34
10616;Caixa Simulador;22,50;PIX;09/12/2024 22:34
18851;Caixa Simulador;6,00;PIX;09/12/2024 20:43
10738;Caixa Simulador;28,00;DÉBITO;09/12/2024 19:31
5551;Caixa Simulador;6,00;DINHEIRO;09/12/2024 18:57
33894;Caixa Simulador;25,00;CRÉDITO;09/12/2024 18:45
34335;Caixa Simulador;65,00;DÉBITO;09/12/2024 18:34
31655;Caixa Simulador;72,00;DINHEIRO;09/12/2024 18:31
37496;Caixa Simulador;40,00;CRÉDITO;09/12/2024 18:27
7098;Caixa Simulador;42,00;DINHEIRO;09/12/2024 18:26
12999;Caixa Simulador;24,00;PIX;09/12/2024 18:20
17763;Caixa Simulador;20,00;PIX;09/12/2024 18:04
35128;Caixa Simulador;30,00;CRÉDITO;09/12/2024 17:44
10422;Caixa Simulador;129,00;DINHEIRO;09/12/2024 17:39
31702;Caixa Simulador;0,50;CRÉDITO;09/12/2024 17:38
2727;Caixa Simulador;76,00;CRÉDITO;09/12/2024 17:35
24211;Caixa Simulador;32,00;DINHEIRO;09/12/2024 17:32
2193;Caixa Simulador;44,00;DÉBITO;09/12/2024 17:29
17271;Caixa Simulador;69,50;DÉBITO;09/12/2024 17:14
3449;Caixa Simulador;5,00;CRÉDITO;09/12/2024 16:57
24394;Caixa Simulador;32,00;PIX;09/12/2024 16:56
8671;Caixa Simulador;32,00;CRÉDITO;09/12/2024 16:50
19246;Caixa Simulador;72,00;DÉBITO;09/12/2024 16:29
17285;Caixa Simulador;20,50;DÉBITO;09/12/2024 16:20
27760;Caixa Simulador;2,00;DINHEIRO;09/12/2024 16:18
39245;Caixa Simulador;38,00;PIX;09/12/2024 16:16
31873;Caixa Simulador;17,00;PIX;09/12/2024 16:01
12368;Caixa Simulador;59,00;PIX;09/12/2024 15:38
20778;Caixa Simulador;30,00;DÉBITO;09/12/2024 15:29
30967;Caixa Simulador;40,00;DINHEIRO;09/12/2024 15:08
37971;Caixa Simulador;20,00;DÉBITO;09/12/2024 13:00
10217;Caixa Simulador;21,00;CRÉDITO;09/12/2024 12:35
15029;Caixa Simulador;72,50;CRÉDITO;09/12/2024 12:24
37135;Caixa Simulador;63,00;DINHEIRO;09/12/2024 11:53
2997;Caixa Simulador;108,50;CRÉDITO;09/12/2024 11:51
5227;Caixa Simulador;98,00;DINHEIRO;09/12/2024 11:19
16569;Caixa Simulador;18,00;PIX;09/12/2024 09:22
31247;Caixa Simulador;6,00;PIX;09/12/2024 09:14
36981;Caixa Simulador;0,50;DINHEIRO;09/12/2024 08:58
9551;Caixa Simulador;36,00;CRÉDITO;09/12/2024 08:44
8709;Caixa Simulador;52,00;CRÉDITO;09/12/2024 08:38
38190;Caixa Simulador;56,00;CRÉDITO;09/12/2024 08:37
9028;Caixa Simulador;105,00;PIX;09/12/2024 08:37
14056;Caixa Simulador;29,00;PIX;09/12/2024 08:37
31612;Caixa Simulador;88,00;DINHEIRO;09/12/2024 08:16
26863;Caixa Simulador;3,00;CRÉDITO;09/12/2024 08:02
19850;Caixa Simulador;6,00;PIX;09/12/2024 08:02
25494;Caixa Simulador;80,00;DINHEIRO;09/12/2024 07:54
8290;Caixa Simulador;56,00;DÉBITO;09/12/2024 07:45
32767;Caixa Simulador;9,00;DINHEIRO;09/12/2024 07:31
20350;Caixa Simulador;2,50;DÉBITO;09/12/2024 07:24
33740;Caixa Simulador;29,00;PIX;09/12/2024 07:06
28295;Caixa Simulador;42,00;CRÉDITO;09/12/2024 07:01
36148;Caixa Simulador;151,00;PIX;09/12/2024 06:55
21396;Caixa Simulador;97,00;CRÉDITO;09/12/2024 06:51
16215;Caixa Simulador;75,50;DÉBITO;09/12/2024 06:35
28103;Caixa Simulador;46,00;PIX;09/12/2024 06:34
38805;Caixa Simulador;111,00;PIX;09/12/2024 06:32
28038;Caixa Simulador;31,00;CRÉDITO;09/12/2024 06:20
12896;Caixa Simulador;35,00;CRÉDITO;09/12/2024 06:19
38594;Caixa Simulador;102,00;CRÉDITO;09/12/2024 06:17
20258;Caixa Simulador;12,00;DÉBITO;09/12/2024 06:10
35959;Caixa Simulador;16,50;DÉBITO;09/12/2024 06:08
20449;Caixa Simulador;2,50;CRÉDITO;09/12/2024 06:04
24913;Caixa Simulador;33,00;PIX;09/12/2024 05:36
35817;Caixa Simulador;34,00;CRÉDITO;09/12/2024 04:43
31880;Caixa Simulador;130,00;PIX;09/12/2024 04:33
34606;Caixa Simulador;36,50;DINHEIRO;09/12/2024 04:06
581;Caixa Simulador;47,00;DINHEIRO;09/12/2024 02:41
9819;Caixa Simulador;17,00;DINHEIRO;09/12/2024 02:38
31929;Caixa Simulador;100,50;CRÉDITO;09/12/2024 01:56
38912;Caixa Simulador;55,00;DÉBITO;09/12/2024 01:04
34331;Caixa Simulador;67,50;DÉBITO;09/12/2024 00:30
29811;Caixa Simulador;72,00;DÉBITO;08/12/2024 23:37
36455;Caixa Simulador;0,50;CRÉDITO;08/12/2024 21:23
32040;Caixa Simulador;16,50;DÉBITO;08/12/2024 21:15
30993;Caixa Simulador;52,50;CRÉDITO;08/12/2024 20:07
18468;Caixa Simulador;71,00;CRÉDITO;08/12/2024 19:07
18890;Caixa Simulador;35,00;CRÉDITO;08/12/2024 18:39
11442;Caixa Simulador;73,00;DINHEIRO;08/12/2024 18:39
13108;Caixa Simulador;67,50;DÉBITO;08/12/2024 18:28
16578;Caixa Simulador;30,00;PIX;08/12/2024 18:25
35295;Caixa Simulador;58,00;CRÉDITO;08/12/2024 18:17
1147;Caixa Simulador;129,50;PIX;08/12/2024 18:08
7292;Caixa Simulador;23,00;DINHEIRO;08/12/2024 18:08
36956;Caixa Simulador;7,50;DÉBITO;08/12/2024 17:36
906;Caixa Simulador;113,00;DÉBITO;08/12/2024 17:31
34538;Caixa Simulador;24,50;CRÉDITO;08/12/2024 17:22
14126;Caixa Simulador;40,00;DÉBITO;08/12/2024 17:21
33638;Caixa Simulador;27,00;DÉBITO;08/12/2024 17:18
21708;Caixa Simulador;18,00;CRÉDITO;08/12/2024 17:04
29505;Caixa Simulador;30,00;PIX;08/12/2024 17:03
27856;Caixa Simulador;74,00;DÉBITO;08/12/2024 16:54
7213;Caixa Simulador;12,50;CRÉDITO;08/12/2024 16:47
21128;Caixa Simulador;37,50;PIX;08/12/2024 16:43
18430;Caixa Simulador;6,00;DÉBITO;08/12/2024 16:38
14221;Caixa Simulador;112,00;CRÉDITO;08/12/2024 16:34
4151;Caixa Simulador;36,00;PIX;08/12/2024 16:18
21334;Caixa Simulador;20,00;DINHEIRO;08/12/2024 16:16
26219;Caixa Simulador;14,00;DINHEIRO;08/12/2024 16:09
29895;Caixa Simulador;6,00;DINHEIRO;08/12/2024 16:09
36438;Caixa Simulador;40,00;DÉBITO;08/12/2024 13:08
9193;Caixa Simulador;20,00;CRÉDITO;08/12/2024 12:10
22335;Caixa Simulador;34,00;PIX;08/12/2024 10:24
28730;Caixa Simulador;101,00;CRÉDITO;08/12/2024 09:45
7634;Caixa Simulador;7,00;DÉBITO;08/12/2024 08:59
19804;Caixa Simulador;49,00;PIX;08/12/2024 08:52
12761;Caixa Simulador;20,00;CRÉDITO;08/12/2024 08:52
25217;Caixa Simulador;61,00;CRÉDITO;08/12/2024 08:50
34790;Caixa Simulador;29,00;DINHEIRO;08/12/2024 08:30
3295;Caixa Simulador;8,00;DINHEIRO;08/12/2024 08:23
20417;Caixa Simulador;61,00;DÉBITO;08/12/2024 08:17
23517;Caixa Simulador;21,50;CRÉDITO;08/12/2024 08:15
1984;Caixa Simulador;26,00;DINHEIRO;08/12/2024 08:04
38256;Caixa Simulador;55,00;DINHEIRO;08/12/2024 08:01
4635;Caixa Simulador;112,00;PIX;08/12/2024 07:59
2565;Caixa Simulador;43,50;PIX;08/12/2024 07:50
31992;Caixa Simulador;5,50;DINHEIRO;08/12/2024 07:46
36836;Caixa Simulador;26,00;PIX;08/12/2024 07:44
2410;Caixa Simulador;65,00;PIX;08/12/2024 07:39
8998;Caixa Simulador;58,50;CRÉDITO;08/12/2024 07:38
31646;Caixa Simulador;12,00;DINHEIRO;08/12/2024 07:29
14357;Caixa Simulador;24,00;PIX;08/12/2024 07:27
10570;Caixa Simulador;42,50;CRÉDITO;08/12/2024 07:21
34469;Caixa Simulador;54,00;PIX;08/12/2024 07:20
9252;Caixa Simulador;40,00;CRÉDITO;08/12/2024 06:57
15825;Caixa Simulador;58,00;CRÉDITO;08/12/2024 06:32
20813;Caixa Simulador;103,00;DÉBITO;08/12/2024 06:32
2796;Caixa Simulador;106,50;DINHEIRO;08/12/2024 06:26
17414;Caixa Simulador;22,50;DÉBITO;08/12/2024 06:21
3217;Caixa Simulador;20,00;DINHEIRO;08/12/2024 06:20
11076;Caixa Simulador;61,00;PIX;08/12/2024 06:11
38069;Caixa Simulador;122,00;DINHEIRO;08/12/2024 05:58
21160;Caixa Simulador;20,50;PIX;08/12/2024 02:24
7045;Caixa Simulador;12,00;DÉBITO;08/12/2024 02:23
24891;Caixa Simulador;14,00;PIX;08/12/2024 02:06
2711;Caixa Simulador;8,00;DÉBITO;08/12/2024 01:02
393;Caixa Simulador;64,00;DÉBITO;07/12/2024 22:48
34805;Caixa Simulador;33,00;DINHEIRO;07/12/2024 22:48
15622;Caixa Simulador;18,00;PIX;07/12/2024 22:39
19237;Caixa Simulador;5,00;DÉBITO;07/12/2024 21:57
38485;Caixa Simulador;108,00;PIX;07/12/2024 21:36
14880;Caixa Simulador;51,00;CRÉDITO;07/12/2024 20:16
18291;Caixa Simulador;130,00;DINHEIRO;07/12/2024 19:09
12597;Caixa Simulador;45,00;PIX;07/12/2024 18:58
27861;Caixa Simulador;42,00;CRÉDITO;07/12/2024 18:55
18828;Caixa Simulador;35,00;DÉBITO;07/12/2024 18:52
19271;Caixa Simulador;39,00;PIX;07/12/2024 18:45
10168;Caixa Simulador;36,50;PIX;07/12/2024 18:37
14529;Caixa Simulador;77,00;DÉBITO;07/12/2024 18:30
8999;Caixa Simulador;78,00;CRÉDITO;07/12/2024 18:30
35316;Caixa Simulador;44,00;DÉBITO;07/12/2024 18:18
21333;Caixa Simulador;131,00;DÉBITO;07/12/2024 18:13
23616;Caixa Simulador;83,00;PIX;07/12/2024 17:54
33565;Caixa Simulador;82,00;CRÉDITO;07/12/2024 17:51
16117;Caixa Simulador;37,00;DINHEIRO;07/12/2024 17:49
28976;Caixa Simulador;67,00;CRÉDITO;07/12/2024 17:42
13069;Caixa Simulador;33,00;DÉBITO;07/12/2024 17:16
21487;Caixa Simulador;24,00;DÉBITO;07/12/2024 17:05
25691;Caixa Simulador;47,00;PIX;07/12/2024 17:02
5359;Caixa Simulador;40,00;DINHEIRO;07/12/2024 17:00
27095;Caixa Simulador;106,00;DÉBITO;07/12/2024 16:35
21956;Caixa Simulador;93,00;CRÉDITO;07/12/2024 16:30
27288;Caixa Simulador;20,00;PIX;07/12/2024 16:18
18075;Caixa Simulador;61,50;DINHEIRO;07/12/2024 16:18
27187;Caixa Simulador;120,00;DÉBITO;07/12/2024 16:13
27569;Caixa Simulador;57,00;DÉBITO;07/12/2024 16:11
35699;Caixa Simulador;8,00;PIX;07/12/2024 16:03
971;Caixa Simulador;34,00;DÉBITO;07/12/2024 15:16
28358;Caixa Simulador;90,00;DÉBITO;07/12/2024 15:03
39189;Caixa Simulador;68,00;DÉBITO;07/12/2024 14:49
3429;Caixa Simulador;81,00;DINHEIRO;07/12/2024 14:41
33310;Caixa Simulador;0,50;DÉBITO;07/12/2024 12:56
8698;Caixa Simulador;47,00;DÉBITO;07/12/2024 12:19
34773;Caixa Simulador;86,00;DINHEIRO;07/12/2024 12:02
24999;Caixa Simulador;45,00;CRÉDITO;07/12/2024 10:37
17258;Caixa Simulador;24,00;DÉBITO;07/12/2024 09:46
10891;Caixa Simulador;115,00;DÉBITO;07/12/2024 09:02
9326;Caixa Simulador;31,50;DINHEIRO;07/12/2024 08:21
17682;Caixa Simulador;56,00;CRÉDITO;07/12/2024 08:19
35246;Caixa Simulador;31,50;DINHEIRO;07/12/2024 08:17
31498;Caixa Simulador;26,00;DÉBITO;07/12/2024 08:16
23819;Caixa Simulador;14,50;DÉBITO;07/12/2024 08:13
25120;Caixa Simulador;33,00;CRÉDITO;07/12/2024 08:02
36212;Caixa Simulador;15,00;PIX;07/12/2024 07:53
20867;Caixa Simulador;28,00;CRÉDITO;07/12/2024 07:50
8189;Caixa Simulador;72,00;DÉBITO;07/12/2024 07:30
2338;Caixa Simulador;6,00;DÉBITO;07/12/2024 07:16
20618;Caixa Simulador;51,00;DINHEIRO;07/12/2024 07:09
21898;Caixa Simulador;47,00;PIX;07/12/2024 06:50
27641;Caixa Simulador;28,00;DINHEIRO;07/12/2024 06:47
12198;Caixa Simulador;20,00;CRÉDITO;07/12/2024 06:38
35415;Caixa Simulador;90,00;DINHEIRO;07/12/2024 06:25
11557;Caixa Simulador;85,50;DINHEIRO;07/12/2024 06:13
8562;Caixa Simulador;18,00;CRÉDITO;07/12/2024 06:03
28519;Caixa Simulador;97,00;PIX;07/12/2024 05:27
1198;Caixa Simulador;86,00;DÉBITO;07/12/2024 05:16
26696;Caixa Simulador;30,00;DÉBITO;07/12/2024 03:36
31248;Caixa Simulador;36,50;PIX;07/12/2024 01:53
17174;Caixa Simulador;29,00;CRÉDITO;07/12/2024 01:30
19020;Caixa Simulador;43,00;DINHEIRO;06/12/2024 23:21
36313;Caixa Simulador;1,50;DÉBITO;06/12/2024 22:24
34109;Caixa Simulador;72,00;PIX;06/12/2024 21:41
4815;Caixa Simulador;92,00;DÉBITO;06/12/2024 18:56
21749;Caixa Simulador;30,00;CRÉDITO;06/12/2024 18:48
10878;Caixa Simulador;18,00;CRÉDITO;06/12/2024 18:39
8204;Caixa Simulador;33,00;DINHEIRO;06/12/2024 18:30
18480;Caixa Simulador;54,00;DINHEIRO;06/12/2024 18:17
25780;Caixa Simulador;44,00;PIX;06/12/2024 18:09
39727;Caixa Simulador;44,50;CRÉDITO;06/12/2024 18:02
2554;Caixa Simulador;22,50;DÉBITO;06/12/2024 17:58
12581;Caixa Simulador;18,50;PIX;06/12/2024 17:42
25972;Caixa Simulador;36,50;CRÉDITO;06/12/2024 17:41
2229;Caixa Simulador;0,50;CRÉDITO;06/12/2024 17:21
35395;Caixa Simulador;16,00;DÉBITO;06/12/2024 17:17
25436;Caixa Simulador;58,00;DINHEIRO;06/12/2024 17:16
28333;Caixa Simulador;95,00;CRÉDITO;06/12/2024 17:13
10062;Caixa Simulador;51,00;CRÉDITO;06/12/2024 17:13
26757;Caixa Simulador;90,00;CRÉDITO;06/12/2024 17:05
24443;Caixa Simulador;19,00;DINHEIRO;06/12/2024 17:02
13016;Caixa Simulador;102,50;DÉBITO;06/12/2024 17:02
20046;Caixa Simulador;70,00;PIX;06/12/2024 16:51
4432;Caixa Simulador;72,00;CRÉDITO;06/12/2024 16:49
14397;Caixa Simulador;43,00;DÉBITO;06/12/2024 16:47
29247;Caixa Simulador;42,50;PIX;06/12/2024 16:45
22891;Caixa Simulador;101,00;DÉBITO;06/12/2024 16:37
19188;Caixa Simulador;70,00;DINHEIRO;06/12/2024 16:36
35680;Caixa Simulador;91,50;CRÉDITO;06/12/2024 16:16
31712;Caixa Simulador;46,00;DÉBITO;06/12/2024 14:27
24678;Caixa Simulador;98,50;DINHEIRO;06/12/2024 13:46
36298;Caixa Simulador;21,00;DÉBITO;06/12/2024 12:42
3088;Caixa Simulador;31,00;DINHEIRO;06/12/2024 12:19
28146;Caixa Simulador;46,00;CRÉDITO;06/12/2024 10:40
11702;Caixa Simulador;27,00;DÉBITO;06/12/2024 08:55
14783;Caixa Simulador;12,00;PIX;06/12/2024 08:55
40000;Caixa Simulador;82,00;DÉBITO;06/12/2024 08:22
10239;Caixa Simulador;41,00;PIX;06/12/2024 08:21
17629;Caixa Simulador;36,50;DÉBITO;06/12/2024 08:05
8866;Caixa Simulador;3,00;CRÉDITO;06/12/2024 08:04
18818;Caixa Simulador;46,00;CRÉDITO;06/12/2024 08:03
24116;Caixa Simulador;49,00;DINHEIRO;06/12/2024 08:03
22451;Caixa Simulador;114,00;DINHEIRO;06/12/2024 07:56
23000;Caixa Simulador;33,00;DINHEIRO;06/12/2024 07:52
17903;Caixa Simulador;6,00;DINHEIRO;06/12/2024 07:44
28701;Caixa Simulador;7,50;DÉBITO;06/12/2024 07:34
16965;Caixa Simulador;24,00;PIX;06/12/2024 07:28
21939;Caixa Simulador;126,00;DINHEIRO;06/12/2024 07:17
34869;Caixa Simulador;105,00;DÉBITO;06/12/2024 07:00
37399;Caixa Simulador;62,00;DÉBITO;06/12/2024 06:54
7858;Caixa Simulador;45,00;CRÉDITO;06/12/2024 06:26
28082;Caixa Simulador;12,00;CRÉDITO;06/12/2024 06:25
26096;Caixa Simulador;69,00;PIX;06/12/2024 06:09
25565;Caixa Simulador;36,00;DÉBITO;06/12/2024 03:06
24415;Caixa Simulador;54,00;DÉBITO;06/12/2024 01:50
9775;Caixa Simulador;8,00;PIX;06/12/2024 00:53
16565;Caixa Simulador;14,50;PIX;05/12/2024 23:48
